date,Total_Area
2015/3/14 2:30,220.5326844
2015/3/14 2:45,178.9182467
2015/3/14 3:00,202.5666267
2015/3/14 3:15,183.3894544
2015/3/14 3:30,210.0602678
2015/3/14 3:45,183.9099222
2015/3/14 4:00,199.1282967
2015/3/14 4:15,194.9127767
2015/3/14 4:30,211.9005644
2015/3/14 4:45,185.0009922
2015/3/14 5:00,206.3752133
2015/3/14 5:15,190.7416044
2015/3/14 5:30,201.4522011
2015/3/14 5:45,186.4833544
2015/3/14 6:00,192.1889022
2015/3/14 6:15,199.7825522
2015/3/14 6:30,197.0792878
2015/3/14 6:45,192.9373689
2015/3/14 7:00,194.0560667
2015/3/14 7:15,195.0888256
2015/3/14 7:30,220.1296
2015/3/14 7:45,190.0235589
2015/3/14 8:00,214.7271878
2015/3/14 8:15,210.1443856
2015/3/14 8:30,232.9628922
2015/3/14 8:45,197.7363089
2015/3/14 9:00,208.4148567
2015/3/14 9:15,223.7313822
2015/3/14 9:30,220.1882956
2015/3/14 9:45,235.0183011
2015/3/14 10:00,265.9984533
2015/3/14 10:15,278.3112867
2015/3/14 10:30,258.7801411
2015/3/14 10:45,243.5761722
2015/3/14 11:00,222.6359667
2015/3/14 11:15,257.2125678
2015/3/14 11:30,226.1012667
2015/3/14 11:45,256.3725422
2015/3/14 12:00,255.3921444
2015/3/14 12:15,238.4608911
2015/3/14 12:30,254.7399444
2015/3/14 12:45,237.0746389
2015/3/14 13:00,234.6022678
2015/3/14 13:15,245.6302656
2015/3/14 13:30,240.08691
2015/3/14 13:45,256.8352022
2015/3/14 14:00,246.4835189
2015/3/14 14:15,245.7520411
2015/3/14 14:30,233.2069456
2015/3/14 14:45,210.7799578
2015/3/14 15:00,238.2245544
2015/3/14 15:15,226.6047422
2015/3/14 15:30,249.9397933
2015/3/14 15:45,215.6258933
2015/3/14 16:00,221.9956967
2015/3/14 16:15,219.0904922
2015/3/14 16:30,222.4031567
2015/3/14 16:45,234.3872422
2015/3/14 17:00,238.9189178
2015/3/14 17:15,249.4832789
2015/3/14 17:30,250.68755
2015/3/14 17:45,244.2530678
2015/3/14 18:00,252.35774
2015/3/14 18:15,247.6405844
2015/3/14 18:30,259.9593867
2015/3/14 18:45,244.8795167
2015/3/14 19:00,243.0776022
2015/3/14 19:15,255.2373633
2015/3/14 19:30,231.4812211
2015/3/14 19:45,236.4987911
2015/3/14 20:00,241.5577367
2015/3/14 20:15,247.6400611
2015/3/14 20:30,216.60004
2015/3/14 20:45,249.2613433
2015/3/14 21:00,235.4446689
2015/3/14 21:15,245.5914389
2015/3/14 21:30,231.36586
2015/3/14 21:45,240.4250389
2015/3/14 22:00,233.3642756
2015/3/14 22:15,209.9822267
2015/3/14 22:30,223.9436933
2015/3/14 22:45,242.7070467
2015/3/14 23:00,252.8561189
2015/3/14 23:15,242.0306378
2015/3/14 23:30,219.8817411
2015/3/14 23:45,233.9092578
2015/3/15 0:00,219.5760822
2015/3/15 0:15,215.2840689
2015/3/15 0:30,222.6007111
2015/3/15 0:45,232.55736
2015/3/15 1:00,208.5601389
2015/3/15 1:15,192.75892
2015/3/15 1:30,191.3367178
2015/3/15 1:45,199.5791911
2015/3/15 2:00,175.2262433
2015/3/15 2:15,208.01851
2015/3/15 2:30,194.9279456
2015/3/15 2:45,190.5723756
2015/3/15 3:00,191.1656822
2015/3/15 3:15,191.4117978
2015/3/15 3:30,192.2775122
2015/3/15 3:45,183.0064022
2015/3/15 4:00,188.5939278
2015/3/15 4:15,188.8349489
2015/3/15 4:30,164.7943889
2015/3/15 4:45,172.8896344
2015/3/15 5:00,185.2448433
2015/3/15 5:15,173.9368167
2015/3/15 5:30,162.3974644
2015/3/15 5:45,193.4131744
2015/3/15 6:00,185.2309211
2015/3/15 6:15,183.6770733
2015/3/15 6:30,180.1556378
2015/3/15 6:45,191.3943389
2015/3/15 7:00,188.9126367
2015/3/15 7:15,192.5703467
2015/3/15 7:30,180.3859856
2015/3/15 7:45,205.8390078
2015/3/15 8:00,188.2004733
2015/3/15 8:15,229.4292367
2015/3/15 8:30,225.2983
2015/3/15 8:45,198.1542211
2015/3/15 9:00,239.1047411
2015/3/15 9:15,225.0343478
2015/3/15 9:30,241.4069789
2015/3/15 9:45,239.8638033
2015/3/15 10:00,223.1556589
2015/3/15 10:15,219.8999411
2015/3/15 10:30,214.6213033
2015/3/15 10:45,220.3484589
2015/3/15 11:00,236.34038
2015/3/15 11:15,258.1364467
2015/3/15 11:30,238.35434
2015/3/15 11:45,231.7512189
2015/3/15 12:00,256.5494478
2015/3/15 12:15,240.8244556
2015/3/15 12:30,240.6944656
2015/3/15 12:45,267.4332044
2015/3/15 13:00,243.08212
2015/3/15 13:15,241.5494922
2015/3/15 13:30,235.6947933
2015/3/15 13:45,226.2792011
2015/3/15 14:00,236.9726933
2015/3/15 14:15,221.6577267
2015/3/15 14:30,211.3003045
2015/3/15 14:45,225.21179
2015/3/15 15:00,222.4587256
2015/3/15 15:15,230.9236556
2015/3/15 15:30,202.2061411
2015/3/15 15:45,229.7917444
2015/3/15 16:00,224.1087367
2015/3/15 16:15,228.1435033
2015/3/15 16:30,217.6656867
2015/3/15 16:45,222.4828278
2015/3/15 17:00,243.2217789
2015/3/15 17:15,228.1161867
2015/3/15 17:30,227.1655544
2015/3/15 17:45,250.3922545
2015/3/15 18:00,233.3641789
2015/3/15 18:15,246.96648
2015/3/15 18:30,248.1017222
2015/3/15 18:45,266.5844267
2015/3/15 19:00,254.0153822
2015/3/15 19:15,243.8463633
2015/3/15 19:30,246.2943444
2015/3/15 19:45,258.98258
2015/3/15 20:00,278.1799311
2015/3/15 20:15,278.1020889
2015/3/15 20:30,256.3531656
2015/3/15 20:45,261.0796522
2015/3/15 21:00,271.6834356
2015/3/15 21:15,249.6456622
2015/3/15 21:30,262.92141
2015/3/15 21:45,236.4000056
2015/3/15 22:00,238.9738256
2015/3/15 22:15,240.44077
2015/3/15 22:30,271.4049533
2015/3/15 22:45,248.3201256
2015/3/15 23:00,256.9859211
2015/3/15 23:15,236.0083844
2015/3/15 23:30,225.4557189
2015/3/15 23:45,239.3901278
2015/3/16 0:00,243.5986111
2015/3/16 0:15,219.4116767
2015/3/16 0:30,232.2128756
2015/3/16 0:45,223.08711
2015/3/16 1:00,221.9004733
2015/3/16 1:15,208.2857922
2015/3/16 1:30,214.4098478
2015/3/16 1:45,214.67133
2015/3/16 2:00,219.1330056
2015/3/16 2:15,218.3831544
2015/3/16 2:30,223.6945089
2015/3/16 2:45,224.6917933
2015/3/16 3:00,213.3690356
2015/3/16 3:15,213.6959933
2015/3/16 3:30,218.8321922
2015/3/16 3:45,212.5057878
2015/3/16 4:00,216.8871033
2015/3/16 4:15,209.4058356
2015/3/16 4:30,206.87874
2015/3/16 4:45,224.6504467
2015/3/16 5:00,204.1959756
2015/3/16 5:15,210.1993733
2015/3/16 5:30,222.0587511
2015/3/16 5:45,202.8046622
2015/3/16 6:00,235.5859256
2015/3/16 6:15,216.5577589
2015/3/16 6:30,216.9484733
2015/3/16 6:45,227.8409244
2015/3/16 7:00,235.4408645
2015/3/16 7:15,227.1601044
2015/3/16 7:30,267.9595978
2015/3/16 7:45,253.5532056
2015/3/16 8:00,260.60196
2015/3/16 8:15,262.0149778
2015/3/16 8:30,246.5260356
2015/3/16 8:45,241.2008222
2015/3/16 9:00,260.6060011
2015/3/16 9:15,260.2678111
2015/3/16 9:30,246.3341856
2015/3/16 9:45,226.0155067
2015/3/16 10:00,274.29491
2015/3/16 10:15,239.2926522
2015/3/16 10:30,245.2439944
2015/3/16 10:45,241.62724
2015/3/16 11:00,227.0587567
2015/3/16 11:15,221.2374033
2015/3/16 11:30,219.8925233
2015/3/16 11:45,209.3176411
2015/3/16 12:00,210.0839256
2015/3/16 12:15,211.0245944
2015/3/16 12:30,193.7716467
2015/3/16 12:45,188.3164389
2015/3/16 13:00,225.5352822
2015/3/16 13:15,199.3859289
2015/3/16 13:30,215.9152089
2015/3/16 13:45,172.2642744
2015/3/16 14:00,183.7146833
2015/3/16 14:15,171.0017356
2015/3/16 14:30,148.8286011
2015/3/16 14:45,183.8179033
2015/3/16 15:00,177.8294644
2015/3/16 15:15,175.9438667
2015/3/16 15:30,171.8739589
2015/3/16 15:45,194.5137711
2015/3/16 16:00,179.6730367
2015/3/16 16:15,171.5643067
2015/3/16 16:30,168.9554522
2015/3/16 16:45,189.6736967
2015/3/16 17:00,175.6976789
2015/3/16 17:15,165.1857478
2015/3/16 17:30,190.9957667
2015/3/16 17:45,184.8836889
2015/3/16 18:00,186.5755789
2015/3/16 18:15,164.8220811
2015/3/16 18:30,206.6176267
2015/3/16 18:45,181.6735856
2015/3/16 19:00,181.67029
2015/3/16 19:15,213.7921533
2015/3/16 19:30,209.9260767
2015/3/16 19:45,221.6110767
2015/3/16 20:00,210.3372833
2015/3/16 20:15,202.3684811
2015/3/16 20:30,216.5011667
2015/3/16 20:45,199.8910678
2015/3/16 21:00,205.3719567
2015/3/16 21:15,225.1154867
2015/3/16 21:30,211.45366
2015/3/16 21:45,230.8409633
2015/3/16 22:00,207.0753978
2015/3/16 22:15,209.9593578
2015/3/16 22:30,198.8702644
2015/3/16 22:45,198.4807256
2015/3/16 23:00,197.6976467
2015/3/16 23:15,203.0287867
2015/3/16 23:30,192.7824589
2015/3/16 23:45,191.4615322
2015/3/17 0:00,202.3064556
2015/3/17 0:15,191.4299133
2015/3/17 0:30,204.6209256
2015/3/17 0:45,197.1817544
2015/3/17 1:00,182.28908
2015/3/17 1:15,191.7422633
2015/3/17 1:30,193.9394233
2015/3/17 1:45,192.1909122
2015/3/17 2:00,191.3812256
2015/3/17 2:15,186.44868
2015/3/17 2:30,161.2535544
2015/3/17 2:45,162.2209122
2015/3/17 3:00,182.7415833
2015/3/17 3:15,155.01027
2015/3/17 3:30,161.2089511
2015/3/17 3:45,178.8540122
2015/3/17 4:00,172.5793678
2015/3/17 4:15,159.1677622
2015/3/17 4:30,180.3075911
2015/3/17 4:45,158.2207689
2015/3/17 5:00,162.0637978
2015/3/17 5:15,169.6770822
2015/3/17 5:30,167.1990089
2015/3/17 5:45,175.9562644
2015/3/17 6:00,155.5254589
2015/3/17 6:15,171.3051533
2015/3/17 6:30,181.6772322
2015/3/17 6:45,180.4753333
2015/3/17 7:00,178.9506678
2015/3/17 7:15,175.0011667
2015/3/17 7:30,171.3495889
2015/3/17 7:45,198.45628
2015/3/17 8:00,200.5408511
2015/3/17 8:15,212.1934056
2015/3/17 8:30,213.0561878
2015/3/17 8:45,218.1984422
2015/3/17 9:00,198.9697989
2015/3/17 9:15,246.9283622
2015/3/17 9:30,240.1500422
2015/3/17 9:45,227.2707067
2015/3/17 10:00,213.8876311
2015/3/17 10:15,216.1815067
2015/3/17 10:30,202.5912178
2015/3/17 10:45,216.1659578
2015/3/17 11:00,233.0046733
2015/3/17 11:15,236.7649944
2015/3/17 11:30,215.1403767
2015/3/17 11:45,190.7929989
2015/3/17 12:00,196.93928
2015/3/17 12:15,192.1516356
2015/3/17 12:30,205.1118922
2015/3/17 12:45,191.2335311
